"Country Cd","State Cd","County Cd","County Nm","State","Name"
"US",28,11,"Bolivar County","MS","Mississippi"
"US",28,13,"Calhoun County","MS","Mississippi"
"US",28,15,"Carroll County","MS","Mississippi"
"US",28,17,"Chickasaw County","MS","Mississippi"
"US",28,19,"Choctaw County","MS","Mississippi"
"US",28,21,"Claiborne County","MS","Mississippi"
"US",28,23,"Clarke County","MS","Mississippi"
"US",28,25,"Clay County","MS","Mississippi"
"US",28,27,"Coahoma County","MS","Mississippi"
"US",28,29,"Copiah County","MS","Mississippi"
"US",28,31,"Covington County","MS","Mississippi"
"US",28,33,"Desoto County","MS","Mississippi"
"US",28,35,"Forrest County","MS","Mississippi"
"US",28,37,"Franklin County","MS","Mississippi"
"US",28,39,"George County","MS","Mississippi"
"US",28,41,"Greene County","MS","Mississippi"
"US",28,43,"Grenada County","MS","Mississippi"
"US",28,45,"Hancock County","MS","Mississippi"
"US",28,47,"Harrison County","MS","Mississippi"
"US",28,49,"Hinds County","MS","Mississippi"
"US",28,51,"Holmes County","MS","Mississippi"
"US",28,53,"Humphreys County","MS","Mississippi"
"US",28,55,"Issaquena County","MS","Mississippi"
"US",28,57,"Itawamba County","MS","Mississippi"
"US",28,59,"Jackson County","MS","Mississippi"
"US",28,61,"Jasper County","MS","Mississippi"
"US",28,63,"Jefferson County","MS","Mississippi"
"US",28,65,"Jefferson Davis County","MS","Mississippi"
"US",28,67,"Jones County","MS","Mississippi"
"US",28,69,"Kemper County","MS","Mississippi"
"US",28,71,"Lafayette County","MS","Mississippi"
"US",28,73,"Lamar County","MS","Mississippi"
"US",28,75,"Lauderdale County","MS","Mississippi"
"US",28,77,"Lawrence County","MS","Mississippi"
"US",28,79,"Leake County","MS","Mississippi"
"US",28,81,"Lee County","MS","Mississippi"
"US",28,83,"Leflore County","MS","Mississippi"
"US",28,85,"Lincoln County","MS","Mississippi"
"US",28,87,"Lowndes County","MS","Mississippi"
"US",28,89,"Madison County","MS","Mississippi"
"US",28,91,"Marion County","MS","Mississippi"
"US",28,93,"Marshall County","MS","Mississippi"
"US",28,95,"Monroe County","MS","Mississippi"
"US",28,97,"Montgomery County","MS","Mississippi"
"US",28,99,"Neshoba County","MS","Mississippi"
"US",28,101,"Newton County","MS","Mississippi"
"US",28,103,"Noxubee County","MS","Mississippi"
"US",28,105,"Oktibbeha County","MS","Mississippi"
"US",28,107,"Panola County","MS","Mississippi"
"US",28,109,"Pearl River County","MS","Mississippi"
"US",28,111,"Perry County","MS","Mississippi"
"US",28,113,"Pike County","MS","Mississippi"
"US",28,115,"Pontotoc County","MS","Mississippi"
"US",28,117,"Prentiss County","MS","Mississippi"
"US",28,119,"Quitman County","MS","Mississippi"
"US",28,121,"Rankin County","MS","Mississippi"
"US",28,123,"Scott County","MS","Mississippi"
"US",28,125,"Sharkey County","MS","Mississippi"
"US",28,127,"Simpson County","MS","Mississippi"
"US",28,129,"Smith County","MS","Mississippi"
"US",28,131,"Stone County","MS","Mississippi"
"US",28,133,"Sunflower County","MS","Mississippi"
"US",28,135,"Tallahatchie County","MS","Mississippi"
"US",28,137,"Tate County","MS","Mississippi"
"US",28,139,"Tippah County","MS","Mississippi"
"US",28,141,"Tishomingo County","MS","Mississippi"
"US",28,143,"Tunica County","MS","Mississippi"
"US",28,145,"Union County","MS","Mississippi"
"US",28,147,"Walthall County","MS","Mississippi"
"US",28,149,"Warren County","MS","Mississippi"
"US",28,151,"Washington County","MS","Mississippi"
"US",28,153,"Wayne County","MS","Mississippi"
"US",28,155,"Webster County","MS","Mississippi"
"US",28,157,"Wilkinson County","MS","Mississippi"
"US",28,159,"Winston County","MS","Mississippi"
"US",28,161,"Yalobusha County","MS","Mississippi"
"US",28,163,"Yazoo County","MS","Mississippi"
"US",29,1,"Adair County","MO","Missouri"
"US",29,3,"Andrew County","MO","Missouri"
"US",29,5,"Atchison County","MO","Missouri"
"US",29,7,"Audrain County","MO","Missouri"
"US",29,9,"Barry County","MO","Missouri"
"US",29,11,"Barton County","MO","Missouri"
"US",29,13,"Bates County","MO","Missouri"
"US",29,15,"Benton County","MO","Missouri"
"US",29,17,"Bollinger County","MO","Missouri"
"US",29,19,"Boone County","MO","Missouri"
"US",29,21,"Buchanan County","MO","Missouri"
"US",29,23,"Butler County","MO","Missouri"
"US",29,25,"Caldwell County","MO","Missouri"
"US",29,27,"Callaway County","MO","Missouri"
"US",29,29,"Camden County","MO","Missouri"
"US",29,31,"Cape Girardeau County","MO","Missouri"
"US",29,33,"Carroll County","MO","Missouri"
"US",29,35,"Carter County","MO","Missouri"
"US",29,37,"Cass County","MO","Missouri"
"US",29,39,"Cedar County","MO","Missouri"
"US",29,41,"Chariton County","MO","Missouri"
"US",29,43,"Christian County","MO","Missouri"
"US",29,45,"Clark County","MO","Missouri"
"US",29,47,"Clay County","MO","Missouri"
"US",29,49,"Clinton County","MO","Missouri"
"US",29,51,"Cole County","MO","Missouri"
"US",29,53,"Cooper County","MO","Missouri"
"US",29,55,"Crawford County","MO","Missouri"
"US",29,57,"Dade County","MO","Missouri"
"US",29,59,"Dallas County","MO","Missouri"
"US",29,61,"Daviess County","MO","Missouri"
"US",29,63,"Dekalb County","MO","Missouri"
"US",29,65,"Dent County","MO","Missouri"
"US",29,67,"Douglas County","MO","Missouri"
"US",29,69,"Dunklin County","MO","Missouri"
"US",29,71,"Franklin County","MO","Missouri"
"US",29,73,"Gasconade County","MO","Missouri"
"US",29,75,"Gentry  County","MO","Missouri"
"US",29,77,"Greene County","MO","Missouri"
"US",29,79,"Grundy County","MO","Missouri"
"US",29,81,"Harrison County","MO","Missouri"
"US",29,83,"Henry County","MO","Missouri"
"US",29,85,"Hickory County","MO","Missouri"
"US",29,87,"Holt County","MO","Missouri"
"US",29,89,"Howard County","MO","Missouri"
"US",29,91,"Howell County","MO","Missouri"
"US",29,93,"Iron County","MO","Missouri"
"US",29,95,"Jackson County","MO","Missouri"
"US",29,97,"Jasper County","MO","Missouri"
"US",29,99,"Jefferson County","MO","Missouri"
"US",29,101,"Johnson County","MO","Missouri"
"US",29,103,"Knox County","MO","Missouri"
"US",29,105,"Laclede County","MO","Missouri"
"US",29,107,"Lafayette County","MO","Missouri"
"US",29,109,"Lawrence County","MO","Missouri"
"US",29,111,"Lewis County","MO","Missouri"
"US",29,113,"Lincoln County","MO","Missouri"
"US",29,115,"Linn County","MO","Missouri"
"US",29,117,"Livingston County","MO","Missouri"
"US",29,119,"Mcdonald County","MO","Missouri"
"US",29,121,"Macon County","MO","Missouri"
"US",29,123,"Madison County","MO","Missouri"
"US",29,125,"Maries County","MO","Missouri"
"US",29,127,"Marion County","MO","Missouri"
"US",29,129,"Mercer County","MO","Missouri"
"US",29,131,"Miller County","MO","Missouri"
"US",29,133,"Mississippi County","MO","Missouri"
"US",29,135,"Moniteau County","MO","Missouri"
"US",29,137,"Monroe County","MO","Missouri"
"US",29,139,"Montgomery County","MO","Missouri"
"US",29,141,"Morgan County","MO","Missouri"
"US",29,143,"New Madrid County","MO","Missouri"
"US",29,145,"Newton County","MO","Missouri"
"US",29,147,"Nodaway County","MO","Missouri"
"US",29,149,"Oregon County","MO","Missouri"
"US",29,151,"Osage County","MO","Missouri"
"US",29,153,"Ozark County","MO","Missouri"
"US",29,155,"Pemiscot County","MO","Missouri"
"US",29,157,"Perry County","MO","Missouri"
"US",29,159,"Pettis County","MO","Missouri"
"US",29,161,"Phelps County","MO","Missouri"
"US",29,163,"Pike County","MO","Missouri"
"US",29,165,"Platte County","MO","Missouri"
"US",29,167,"Polk County","MO","Missouri"
"US",29,169,"Pulaski County","MO","Missouri"
"US",29,171,"Putnam County","MO","Missouri"
"US",29,173,"Ralls County","MO","Missouri"
"US",29,175,"Randolph County","MO","Missouri"
"US",29,177,"Ray County","MO","Missouri"
"US",29,179,"Reynolds County","MO","Missouri"
"US",29,181,"Ripley County","MO","Missouri"
"US",29,183,"St. Charles County","MO","Missouri"
"US",29,185,"St. Clair County","MO","Missouri"
"US",29,186,"Ste. Genevieve County","MO","Missouri"
"US",29,187,"St. Francois County","MO","Missouri"
"US",29,189,"St. Louis County","MO","Missouri"
"US",29,195,"Saline County","MO","Missouri"
"US",29,197,"Schuyler County","MO","Missouri"
"US",29,199,"Scotland County","MO","Missouri"
"US",29,201,"Scott County","MO","Missouri"
"US",29,203,"Shannon County","MO","Missouri"
"US",29,205,"Shelby County","MO","Missouri"
"US",29,207,"Stoddard County","MO","Missouri"
"US",29,209,"Stone County","MO","Missouri"
"US",29,211,"Sullivan County","MO","Missouri"
"US",29,213,"Taney County","MO","Missouri"
"US",29,215,"Texas County","MO","Missouri"
"US",29,217,"Vernon County","MO","Missouri"
"US",29,219,"Warren County","MO","Missouri"
"US",29,221,"Washington County","MO","Missouri"
"US",29,223,"Wayne County","MO","Missouri"
"US",29,225,"Webster County","MO","Missouri"
"US",29,227,"Worth County","MO","Missouri"
"US",29,229,"Wright County","MO","Missouri"
"US",29,510,"St. Louis City","MO","Missouri"
"US",30,1,"Beaverhead County","MT","Montana"
"US",30,3,"Big Horn County","MT","Montana"
"US",30,5,"Blaine County","MT","Montana"
"US",30,7,"Broadwater County","MT","Montana"
"US",30,9,"Carbon County","MT","Montana"
"US",30,11,"Carter County","MT","Montana"
"US",30,13,"Cascade County","MT","Montana"
"US",30,15,"Chouteau County","MT","Montana"
"US",30,17,"Custer County","MT","Montana"
"US",30,19,"Daniels County","MT","Montana"
"US",30,21,"Dawson County","MT","Montana"
"US",30,23,"Deer Lodge County","MT","Montana"
"US",30,25,"Fallon County","MT","Montana"
"US",30,27,"Fergus County","MT","Montana"
"US",30,29,"Flathead County","MT","Montana"
"US",30,31,"Gallatin County","MT","Montana"
"US",30,33,"Garfield County","MT","Montana"
"US",30,35,"Glacier County","MT","Montana"
"US",30,37,"Golden Valley County","MT","Montana"
"US",30,39,"Granite County","MT","Montana"
"US",30,41,"Hill County","MT","Montana"
"US",30,43,"Jefferson County","MT","Montana"
"US",30,45,"Judith Basin County","MT","Montana"
"US",30,47,"Lake County","MT","Montana"
"US",30,49,"Lewis And Clark County","MT","Montana"
"US",30,51,"Liberty County","MT","Montana"
"US",30,53,"Lincoln County","MT","Montana"
"US",30,55,"Mccone County","MT","Montana"
"US",30,57,"Madison County","MT","Montana"
"US",30,59,"Meagher County","MT","Montana"
"US",30,61,"Mineral County","MT","Montana"
"US",30,63,"Missoula County","MT","Montana"
"US",30,65,"Musselshell County","MT","Montana"
"US",30,67,"Park County","MT","Montana"
"US",30,69,"Petroleum County","MT","Montana"
"US",30,71,"Phillips County","MT","Montana"
"US",30,73,"Pondera County","MT","Montana"
"US",30,75,"Powder River County","MT","Montana"
"US",30,77,"Powell County","MT","Montana"
"US",30,79,"Prairie County","MT","Montana"
"US",30,81,"Ravalli County","MT","Montana"
"US",30,83,"Richland County","MT","Montana"
"US",30,85,"Roosevelt County","MT","Montana"
"US",30,87,"Rosebud County","MT","Montana"
"US",30,89,"Sanders County","MT","Montana"
"US",30,91,"Sheridan County","MT","Montana"
"US",30,93,"Silver Bow County","MT","Montana"
"US",30,95,"Stillwater County","MT","Montana"
"US",30,97,"Sweet Grass County","MT","Montana"
"US",30,99,"Teton County","MT","Montana"
"US",30,101,"Toole County","MT","Montana"
"US",30,103,"Treasure County","MT","Montana"
"US",30,105,"Valley County","MT","Montana"
"US",30,107,"Wheatland County","MT","Montana"
"US",30,109,"Wibaux County","MT","Montana"
"US",30,111,"Yellowstone County","MT","Montana"
"US",30,113,"Yellowstone National Park - Part County","MT","Montana"
"US",31,1,"Adams County","NE","Nebraska"
"US",31,3,"Antelope County","NE","Nebraska"
"US",31,5,"Arthur County","NE","Nebraska"
"US",31,7,"Banner County","NE","Nebraska"
"US",31,9,"Blaine County","NE","Nebraska"
"US",31,11,"Boone County","NE","Nebraska"
"US",31,13,"Box Butte County","NE","Nebraska"
"US",31,15,"Boyd County","NE","Nebraska"
"US",31,17,"Brown County","NE","Nebraska"
"US",31,19,"Buffalo County","NE","Nebraska"
"US",31,21,"Burt County","NE","Nebraska"
"US",31,23,"Butler County","NE","Nebraska"
"US",31,25,"Cass County","NE","Nebraska"
"US",31,27,"Cedar County","NE","Nebraska"
"US",31,29,"Chase County","NE","Nebraska"
"US",31,31,"Cherry County","NE","Nebraska"
"US",31,33,"Cheyenne County","NE","Nebraska"
"US",31,35,"Clay County","NE","Nebraska"
"US",31,37,"Colfax County","NE","Nebraska"
"US",31,39,"Cuming County","NE","Nebraska"
"US",31,41,"Custer County","NE","Nebraska"
"US",31,43,"Dakota County","NE","Nebraska"
"US",31,45,"Dawes County","NE","Nebraska"
"US",31,47,"Dawson County","NE","Nebraska"
"US",31,49,"Deuel County","NE","Nebraska"
"US",31,51,"Dixon County","NE","Nebraska"
"US",31,53,"Dodge County","NE","Nebraska"
"US",31,55,"Douglas County","NE","Nebraska"
"US",31,57,"Dundy County","NE","Nebraska"
"US",31,59,"Fillmore County","NE","Nebraska"
"US",31,61,"Franklin County","NE","Nebraska"
"US",31,63,"Frontier County","NE","Nebraska"
"US",31,65,"Furnas County","NE","Nebraska"
"US",31,67,"Gage County","NE","Nebraska"
"US",31,69,"Garden County","NE","Nebraska"
"US",31,71,"Garfield County","NE","Nebraska"
"US",31,73,"Gosper County","NE","Nebraska"
"US",31,75,"Grant County","NE","Nebraska"
"US",31,77,"Greeley County","NE","Nebraska"
"US",31,79,"Hall County","NE","Nebraska"
"US",31,81,"Hamilton County","NE","Nebraska"
"US",31,83,"Harlan County","NE","Nebraska"
"US",31,85,"Hayes County","NE","Nebraska"
"US",31,87,"Hitchcock County","NE","Nebraska"
"US",31,89,"Holt County","NE","Nebraska"
"US",31,91,"Hooker County","NE","Nebraska"
"US",31,93,"Howard County","NE","Nebraska"
"US",31,95,"Jefferson County","NE","Nebraska"
"US",31,97,"Johnson County","NE","Nebraska"
"US",31,99,"Kearney County","NE","Nebraska"
"US",31,101,"Keith County","NE","Nebraska"
"US",31,103,"Keya Paha County","NE","Nebraska"
"US",31,105,"Kimball County","NE","Nebraska"
"US",31,107,"Knox County","NE","Nebraska"
"US",31,109,"Lancaster County","NE","Nebraska"
"US",31,111,"Lincoln County","NE","Nebraska"
"US",31,113,"Logan County","NE","Nebraska"
"US",31,115,"Loup County","NE","Nebraska"
"US",31,117,"Mcpherson County","NE","Nebraska"
"US",31,119,"Madison County","NE","Nebraska"
"US",31,121,"Merrick County","NE","Nebraska"
"US",31,123,"Morrill County","NE","Nebraska"
"US",31,125,"Nance County","NE","Nebraska"
"US",31,127,"Nemaha County","NE","Nebraska"
"US",31,129,"Nuckolls County","NE","Nebraska"
"US",31,131,"Otoe County","NE","Nebraska"
"US",31,133,"Pawnee County","NE","Nebraska"
"US",31,135,"Perkins County","NE","Nebraska"
"US",31,137,"Phelps County","NE","Nebraska"
"US",31,139,"Pierce County","NE","Nebraska"
"US",31,141,"Platte County","NE","Nebraska"
"US",31,143,"Polk County","NE","Nebraska"
"US",31,145,"Red Willow County","NE","Nebraska"
"US",31,147,"Richardson County","NE","Nebraska"
"US",31,149,"Rock County","NE","Nebraska"
"US",31,151,"Saline County","NE","Nebraska"
"US",31,153,"Sarpy County","NE","Nebraska"
"US",31,155,"Saunders County","NE","Nebraska"
"US",31,157,"Scotts Bluff County","NE","Nebraska"
"US",31,159,"Seward County","NE","Nebraska"
"US",31,161,"Sheridan County","NE","Nebraska"
"US",31,163,"Sherman County","NE","Nebraska"
"US",31,165,"Sioux County","NE","Nebraska"
"US",31,167,"Stanton County","NE","Nebraska"
"US",31,169,"Thayer County","NE","Nebraska"
"US",31,171,"Thomas County","NE","Nebraska"
"US",31,173,"Thurston County","NE","Nebraska"
"US",31,175,"Valley County","NE","Nebraska"
"US",31,177,"Washington County","NE","Nebraska"
"US",31,179,"Wayne County","NE","Nebraska"
"US",31,181,"Webster County","NE","Nebraska"
"US",31,183,"Wheeler County","NE","Nebraska"
"US",31,185,"York County","NE","Nebraska"
"US",32,1,"Churchill County","NV","Nevada"
"US",32,3,"Clark County","NV","Nevada"
"US",32,5,"Douglas County","NV","Nevada"
"US",32,7,"Elko County","NV","Nevada"
"US",32,9,"Esmeralda County","NV","Nevada"
"US",32,11,"Eureka County","NV","Nevada"
"US",32,13,"Humboldt County","NV","Nevada"
"US",32,15,"Lander County","NV","Nevada"
"US",32,17,"Lincoln County","NV","Nevada"
"US",32,19,"Lyon County","NV","Nevada"
"US",32,21,"Mineral County","NV","Nevada"
"US",32,23,"Nye County","NV","Nevada"
"US",32,27,"Pershing County","NV","Nevada"
"US",32,29,"Storey County","NV","Nevada"
"US",32,31,"Washoe County","NV","Nevada"
"US",32,33,"White Pine County","NV","Nevada"
"US",32,510,"Carson City","NV","Nevada"
"US",33,1,"Belknap County","NH","New Hampshire"
"US",33,3,"Carroll County","NH","New Hampshire"
"US",33,5,"Cheshire County","NH","New Hampshire"
"US",33,7,"Coos County","NH","New Hampshire"
"US",33,9,"Grafton County","NH","New Hampshire"
"US",33,11,"Hillsborough County","NH","New Hampshire"
"US",33,13,"Merrimack County","NH","New Hampshire"
"US",33,15,"Rockingham County","NH","New Hampshire"
"US",33,17,"Strafford County","NH","New Hampshire"
"US",33,19,"Sullivan County","NH","New Hampshire"
"US",34,1,"Atlantic County","NJ","New Jersey"
"US",34,3,"Bergen County","NJ","New Jersey"
"US",34,5,"Burlington County","NJ","New Jersey"
"US",34,7,"Camden County","NJ","New Jersey"
"US",34,9,"Cape May County","NJ","New Jersey"
"US",34,11,"Cumberland County","NJ","New Jersey"
"US",34,13,"Essex County","NJ","New Jersey"
"US",34,15,"Gloucester County","NJ","New Jersey"
"US",34,17,"Hudson County","NJ","New Jersey"
"US",34,19,"Hunterdon County","NJ","New Jersey"
"US",34,21,"Mercer County","NJ","New Jersey"
"US",34,23,"Middlesex County","NJ","New Jersey"
"US",34,25,"Monmouth County","NJ","New Jersey"
"US",34,27,"Morris County","NJ","New Jersey"
"US",34,29,"Ocean County","NJ","New Jersey"
"US",34,31,"Passaic County","NJ","New Jersey"
"US",34,33,"Salem County","NJ","New Jersey"
"US",34,35,"Somerset County","NJ","New Jersey"
"US",34,37,"Sussex County","NJ","New Jersey"
"US",34,39,"Union County","NJ","New Jersey"
"US",34,41,"Warren County","NJ","New Jersey"
"US",35,1,"Bernalillo County","NM","New Mexico"
"US",35,3,"Catron County","NM","New Mexico"
"US",35,5,"Chaves County","NM","New Mexico"
"US",35,6,"Cibola County","NM","New Mexico"
"US",35,7,"Colfax County","NM","New Mexico"
"US",35,9,"Curry County","NM","New Mexico"
"US",35,11,"De Baca County","NM","New Mexico"
"US",35,13,"Dona Ana County","NM","New Mexico"
"US",35,15,"Eddy County","NM","New Mexico"
"US",35,17,"Grant County","NM","New Mexico"
"US",35,19,"Guadalupe County","NM","New Mexico"
"US",35,21,"Harding County","NM","New Mexico"
"US",35,23,"Hidalgo County","NM","New Mexico"
"US",35,25,"Lea County","NM","New Mexico"
"US",35,27,"Lincoln County","NM","New Mexico"
"US",35,28,"Los Alamos County","NM","New Mexico"
"US",35,29,"Luna County","NM","New Mexico"
"US",35,31,"Mckinley County","NM","New Mexico"
"US",35,33,"Mora County","NM","New Mexico"
"US",35,35,"Otero County","NM","New Mexico"
"US",35,37,"Quay County","NM","New Mexico"
"US",35,39,"Rio Arriba County","NM","New Mexico"
"US",35,41,"Roosevelt County","NM","New Mexico"
"US",35,43,"Sandoval County","NM","New Mexico"
"US",35,45,"San Juan County","NM","New Mexico"
"US",35,47,"San Miguel County","NM","New Mexico"
"US",35,49,"Santa Fe County","NM","New Mexico"
"US",35,51,"Sierra County","NM","New Mexico"
"US",35,53,"Socorro County","NM","New Mexico"
"US",35,55,"Taos County","NM","New Mexico"
"US",35,57,"Torrance County","NM","New Mexico"
"US",35,59,"Union County","NM","New Mexico"
"US",35,61,"Valencia County","NM","New Mexico"
"US",36,1,"Albany County","NY","New York"
"US",36,3,"Allegany County","NY","New York"
"US",36,5,"Bronx County","NY","New York"
"US",36,7,"Broome County","NY","New York"
"US",36,9,"Cattaraugus County","NY","New York"
"US",36,11,"Cayuga County","NY","New York"
"US",36,13,"Chautauqua County","NY","New York"
"US",36,15,"Chemung County","NY","New York"
"US",36,17,"Chenango County","NY","New York"
"US",36,19,"Clinton County","NY","New York"
"US",36,21,"Columbia County","NY","New York"
"US",36,23,"Cortland County","NY","New York"
"US",36,25,"Delaware County","NY","New York"
"US",36,27,"Dutchess County","NY","New York"
"US",36,29,"Erie County","NY","New York"
"US",36,31,"Essex County","NY","New York"
"US",36,33,"Franklin County","NY","New York"
"US",36,35,"Fulton County","NY","New York"
"US",36,37,"Genesee County","NY","New York"
"US",36,39,"Greene County","NY","New York"
"US",36,41,"Hamilton County","NY","New York"
"US",36,43,"Herkimer County","NY","New York"
"US",36,45,"Jefferson County","NY","New York"
"US",36,47,"Kings County","NY","New York"
"US",36,49,"Lewis County","NY","New York"
"US",36,51,"Livingston County","NY","New York"
"US",36,53,"Madison County","NY","New York"
"US",36,55,"Monroe County","NY","New York"
"US",36,57,"Montgomery County","NY","New York"
"US",36,59,"Nassau County","NY","New York"
"US",36,61,"New York County","NY","New York"
"US",36,63,"Niagara County","NY","New York"
"US",36,65,"Oneida County","NY","New York"
"US",36,67,"Onondaga County","NY","New York"
"US",36,69,"Ontario County","NY","New York"
"US",36,71,"Orange County","NY","New York"
"US",36,73,"Orleans County","NY","New York"
"US",36,75,"Oswego County","NY","New York"
"US",36,77,"Otsego County","NY","New York"
"US",36,79,"Putnam County","NY","New York"
"US",36,81,"Queens County","NY","New York"
"US",36,83,"Rensselaer County","NY","New York"
"US",36,85,"Richmond County","NY","New York"
"US",36,87,"Rockland County","NY","New York"
"US",36,89,"St. Lawrence County","NY","New York"
"US",36,91,"Saratoga County","NY","New York"
"US",36,93,"Schenectady County","NY","New York"
"US",36,95,"Schoharie County","NY","New York"
"US",36,97,"Schuyler County","NY","New York"
"US",36,99,"Seneca County","NY","New York"
"US",36,101,"Steuben County","NY","New York"
"US",36,103,"Suffolk County","NY","New York"
"US",36,105,"Sullivan County","NY","New York"
"US",36,107,"Tioga County","NY","New York"
"US",36,109,"Tompkins County","NY","New York"
"US",36,111,"Ulster County","NY","New York"
"US",36,113,"Warren County","NY","New York"
"US",36,115,"Washington County","NY","New York"
"US",36,117,"Wayne County","NY","New York"
"US",36,119,"Westchester County","NY","New York"
"US",36,121,"Wyoming County","NY","New York"
"US",36,123,"Yates County","NY","New York"
"US",37,1,"Alamance County","NC","North Carolina"
"US",37,3,"Alexander County","NC","North Carolina"
"US",37,5,"Alleghany County","NC","North Carolina"
"US",37,7,"Anson County","NC","North Carolina"
"US",37,9,"Ashe County","NC","North Carolina"
"US",37,11,"Avery County","NC","North Carolina"
"US",37,13,"Beaufort County","NC","North Carolina"
"US",37,15,"Bertie County","NC","North Carolina"
"US",37,17,"Bladen County","NC","North Carolina"
"US",37,19,"Brunswick County","NC","North Carolina"
"US",37,21,"Buncombe County","NC","North Carolina"
"US",37,23,"Burke County","NC","North Carolina"
"US",37,25,"Cabarrus County","NC","North Carolina"
"US",37,27,"Caldwell County","NC","North Carolina"
"US",37,29,"Camden County","NC","North Carolina"
"US",37,31,"Carteret County","NC","North Carolina"
"US",37,33,"Caswell County","NC","North Carolina"
"US",37,35,"Catawba County","NC","North Carolina"
"US",37,37,"Chatham County","NC","North Carolina"
"US",37,39,"Cherokee County","NC","North Carolina"
"US",37,41,"Chowan County","NC","North Carolina"
"US",37,43,"Clay County","NC","North Carolina"
"US",37,45,"Cleveland County","NC","North Carolina"
"US",37,47,"Columbus County","NC","North Carolina"
"US",37,49,"Craven County","NC","North Carolina"
"US",37,51,"Cumberland County","NC","North Carolina"
"US",37,53,"Currituck County","NC","North Carolina"
"US",37,55,"Dare County","NC","North Carolina"
"US",37,57,"Davidson County","NC","North Carolina"
"US",37,59,"Davie County","NC","North Carolina"
"US",37,61,"Duplin County","NC","North Carolina"
"US",37,63,"Durham County","NC","North Carolina"
"US",37,65,"Edgecombe County","NC","North Carolina"
"US",37,67,"Forsyth County","NC","North Carolina"
"US",37,69,"Franklin County","NC","North Carolina"
"US",37,71,"Gaston County","NC","North Carolina"
"US",37,73,"Gates County","NC","North Carolina"
"US",37,75,"Graham County","NC","North Carolina"
"US",37,77,"Granville County","NC","North Carolina"
"US",37,79,"Greene County","NC","North Carolina"
"US",37,81,"Guilford County","NC","North Carolina"
"US",37,83,"Halifax County","NC","North Carolina"
"US",37,85,"Harnett County","NC","North Carolina"
"US",37,87,"Haywood County","NC","North Carolina"
"US",37,89,"Henderson County","NC","North Carolina"
"US",37,91,"Hertford County","NC","North Carolina"
"US",37,93,"Hoke County","NC","North Carolina"
"US",37,95,"Hyde County","NC","North Carolina"
"US",37,97,"Iredell County","NC","North Carolina"
"US",37,99,"Jackson County","NC","North Carolina"
"US",37,101,"Johnston County","NC","North Carolina"
"US",37,103,"Jones County","NC","North Carolina"
"US",37,105,"Lee County","NC","North Carolina"
"US",37,107,"Lenoir County","NC","North Carolina"
"US",37,109,"Lincoln County","NC","North Carolina"
"US",37,111,"Mcdowell County","NC","North Carolina"
"US",37,113,"Macon County","NC","North Carolina"
"US",37,115,"Madison County","NC","North Carolina"
"US",37,117,"Martin County","NC","North Carolina"
"US",37,119,"Mecklenburg County","NC","North Carolina"
"US",37,121,"Mitchell County","NC","North Carolina"
"US",37,123,"Montgomery County","NC","North Carolina"
"US",37,125,"Moore County","NC","North Carolina"
"US",37,127,"Nash County","NC","North Carolina"
"US",37,129,"New Hanover County","NC","North Carolina"
"US",37,131,"Northampton County","NC","North Carolina"
"US",37,133,"Onslow County","NC","North Carolina"
"US",37,135,"Orange County","NC","North Carolina"
"US",37,137,"Pamlico County","NC","North Carolina"
"US",37,139,"Pasquotank County","NC","North Carolina"
"US",37,141,"Pender County","NC","North Carolina"
"US",37,143,"Perquimans County","NC","North Carolina"
"US",37,145,"Person County","NC","North Carolina"
"US",37,147,"Pitt County","NC","North Carolina"
"US",37,149,"Polk County","NC","North Carolina"
"US",37,151,"Randolph County","NC","North Carolina"
"US",37,153,"Richmond County","NC","North Carolina"
"US",37,155,"Robeson County","NC","North Carolina"
"US",37,157,"Rockingham County","NC","North Carolina"
"US",37,159,"Rowan County","NC","North Carolina"
"US",37,161,"Rutherford County","NC","North Carolina"
"US",37,163,"Sampson County","NC","North Carolina"
"US",37,165,"Scotland County","NC","North Carolina"
"US",37,167,"Stanly County","NC","North Carolina"
"US",37,169,"Stokes County","NC","North Carolina"
"US",37,171,"Surry County","NC","North Carolina"
"US",37,173,"Swain County","NC","North Carolina"
"US",37,175,"Transylvania County","NC","North Carolina"
"US",37,177,"Tyrrell County","NC","North Carolina"
"US",37,179,"Union County","NC","North Carolina"
"US",37,181,"Vance County","NC","North Carolina"
"US",37,183,"Wake County","NC","North Carolina"
"US",37,185,"Warren County","NC","North Carolina"
"US",37,187,"Washington County","NC","North Carolina"
"US",37,189,"Watauga County","NC","North Carolina"
"US",37,191,"Wayne County","NC","North Carolina"
"US",37,193,"Wilkes County","NC","North Carolina"
"US",37,195,"Wilson County","NC","North Carolina"
"US",37,197,"Yadkin County","NC","North Carolina"
"US",37,199,"Yancey County","NC","North Carolina"
"US",38,1,"Adams County","ND","North Dakota"
"US",38,3,"Barnes County","ND","North Dakota"
"US",38,5,"Benson County","ND","North Dakota"
"US",38,7,"Billings County","ND","North Dakota"
"US",38,9,"Bottineau County","ND","North Dakota"
"US",38,11,"Bowman County","ND","North Dakota"
"US",38,13,"Burke County","ND","North Dakota"
"US",38,15,"Burleigh County","ND","North Dakota"
"US",38,17,"Cass County","ND","North Dakota"
"US",38,19,"Cavalier County","ND","North Dakota"
"US",38,21,"Dickey County","ND","North Dakota"
